Img Target XMax XMin YMax YMin
48.0 140.0 764.0 597.0 229.0 76.0
48.0 147.0 349.0 182.0 234.0 81.0
48.0 149.0 301.0 134.0 510.0 357.0
48.0 150.0 763.0 596.0 429.0 276.0
48.0 151.0 646.0 479.0 352.0 199.0
48.0 153.0 818.0 651.0 333.0 180.0
48.0 157.0 549.0 382.0 385.0 232.0
48.0 158.0 217.0 50.0 759.0 606.0
48.0 159.0 539.0 372.0 400.0 247.0
48.0 162.0 513.0 346.0 307.0 154.0
48.0 165.0 406.0 239.0 540.0 387.0
48.0 166.0 192.0 25.0 628.0 475.0
48.0 170.0 615.0 448.0 536.0 383.0
48.0 175.0 439.0 272.0 268.0 115.0
48.0 176.0 251.0 84.0 580.0 427.0
48.0 178.0 1146.0 979.0 892.0 739.0
48.0 179.0 982.0 815.0 527.0 374.0
48.0 180.0 559.0 392.0 279.0 126.0
48.0 185.0 876.0 709.0 299.0 146.0
48.0 191.0 550.0 383.0 556.0 403.0
48.0 192.0 621.0 454.0 450.0 297.0
48.0 194.0 574.0 407.0 195.0 42.0
48.0 200.0 232.0 65.0 328.0 175.0
48.0 208.0 636.0 469.0 304.0 151.0
48.0 213.0 883.0 716.0 284.0 131.0
48.0 215.0 1887.0 1720.0 227.0 74.0
48.0 216.0 268.0 101.0 371.0 218.0
48.0 218.0 470.0 303.0 292.0 139.0
48.0 220.0 262.0 95.0 469.0 316.0
48.0 221.0 631.0 464.0 482.0 329.0
48.0 222.0 798.0 631.0 480.0 327.0
48.0 225.0 444.0 277.0 687.0 534.0
48.0 226.0 875.0 708.0 341.0 188.0
48.0 227.0 313.0 146.0 171.0 18.0
48.0 232.0 607.0 440.0 350.0 197.0
48.0 233.0 810.0 643.0 183.0 30.0
48.0 235.0 283.0 116.0 447.0 294.0
48.0 238.0 179.0 12.0 438.0 285.0
48.0 239.0 839.0 672.0 319.0 166.0
48.0 243.0 242.0 75.0 525.0 372.0
48.0 246.0 545.0 378.0 613.0 460.0
48.0 248.0 559.0 392.0 177.0 24.0
48.0 249.0 554.0 387.0 246.0 93.0
48.0 250.0 285.0 118.0 592.0 439.0
48.0 251.0 848.0 681.0 552.0 399.0
48.0 252.0 304.0 137.0 357.0 204.0
48.0 253.0 533.0 366.0 222.0 69.0
48.0 260.0 187.0 20.0 190.0 37.0
48.0 261.0 534.0 367.0 369.0 216.0
48.0 265.0 740.0 573.0 405.0 252.0
48.0 267.0 317.0 150.0 536.0 383.0
48.0 271.0 354.0 187.0 368.0 215.0
48.0 290.0 869.0 702.0 158.0 5.0
48.0 292.0 888.0 721.0 566.0 413.0
48.0 299.0 339.0 172.0 666.0 513.0
48.0 301.0 355.0 188.0 280.0 127.0
48.0 304.0 321.0 154.0 486.0 333.0
48.0 306.0 466.0 299.0 372.0 219.0
48.0 326.0 579.0 412.0 607.0 454.0
48.0 327.0 825.0 658.0 572.0 419.0
48.0 329.0 718.0 551.0 464.0 311.0
48.0 330.0 281.0 114.0 276.0 123.0
48.0 331.0 387.0 220.0 470.0 317.0
48.0 337.0 766.0 599.0 448.0 295.0
48.0 341.0 416.0 249.0 190.0 37.0
48.0 348.0 827.0 660.0 361.0 208.0
48.0 349.0 647.0 480.0 621.0 468.0
48.0 353.0 858.0 691.0 269.0 116.0
48.0 354.0 915.0 748.0 174.0 21.0
48.0 360.0 482.0 315.0 473.0 320.0
48.0 375.0 761.0 594.0 333.0 180.0
48.0 378.0 1071.0 904.0 218.0 65.0
48.0 384.0 417.0 250.0 681.0 528.0
48.0 389.0 192.0 25.0 658.0 505.0
48.0 399.0 515.0 348.0 526.0 373.0
48.0 400.0 470.0 303.0 683.0 530.0
48.0 408.0 591.0 424.0 351.0 198.0
48.0 417.0 580.0 413.0 319.0 166.0
48.0 421.0 580.0 413.0 165.0 12.0
48.0 426.0 812.0 645.0 444.0 291.0
48.0 427.0 632.0 465.0 264.0 111.0
48.0 428.0 533.0 366.0 1262.0 1109.0
48.0 440.0 763.0 596.0 400.0 247.0
48.0 441.0 735.0 568.0 477.0 324.0
48.0 444.0 643.0 476.0 581.0 428.0
48.0 446.0 689.0 522.0 225.0 72.0
48.0 449.0 643.0 476.0 185.0 32.0
48.0 454.0 671.0 504.0 521.0 368.0
48.0 458.0 209.0 42.0 179.0 26.0
48.0 460.0 241.0 74.0 341.0 188.0
48.0 466.0 357.0 190.0 351.0 198.0
48.0 469.0 918.0 751.0 327.0 174.0
48.0 472.0 634.0 467.0 574.0 421.0
48.0 477.0 658.0 491.0 477.0 324.0
48.0 482.0 636.0 469.0 723.0 570.0
48.0 489.0 897.0 730.0 334.0 181.0
48.0 503.0 352.0 185.0 293.0 140.0
48.0 505.0 874.0 707.0 628.0 475.0
48.0 510.0 627.0 460.0 621.0 468.0
48.0 515.0 748.0 581.0 263.0 110.0
48.0 523.0 667.0 500.0 601.0 448.0
48.0 529.0 688.0 521.0 607.0 454.0
48.0 544.0 218.0 51.0 170.0 17.0
48.0 545.0 407.0 240.0 462.0 309.0
48.0 546.0 745.0 578.0 710.0 557.0
48.0 547.0 326.0 159.0 281.0 128.0
48.0 548.0 507.0 340.0 382.0 229.0
48.0 552.0 470.0 303.0 674.0 521.0
48.0 555.0 253.0 86.0 311.0 158.0
48.0 558.0 553.0 386.0 547.0 394.0
48.0 560.0 786.0 619.0 306.0 153.0
48.0 561.0 232.0 65.0 546.0 393.0
48.0 562.0 323.0 156.0 428.0 275.0
48.0 565.0 381.0 214.0 602.0 449.0
48.0 568.0 709.0 542.0 710.0 557.0
48.0 571.0 277.0 110.0 314.0 161.0
48.0 572.0 677.0 510.0 558.0 405.0
48.0 573.0 800.0 633.0 423.0 270.0
48.0 576.0 608.0 441.0 412.0 259.0
48.0 584.0 231.0 64.0 495.0 342.0
48.0 587.0 931.0 764.0 335.0 182.0
48.0 589.0 954.0 787.0 302.0 149.0
48.0 590.0 720.0 553.0 712.0 559.0
48.0 591.0 359.0 192.0 453.0 300.0
48.0 594.0 634.0 467.0 424.0 271.0
48.0 597.0 737.0 570.0 559.0 406.0
48.0 600.0 470.0 303.0 424.0 271.0
48.0 606.0 307.0 140.0 285.0 132.0
48.0 616.0 305.0 138.0 173.0 20.0
48.0 620.0 695.0 528.0 597.0 444.0
48.0 622.0 757.0 590.0 476.0 323.0
48.0 623.0 671.0 504.0 427.0 274.0
48.0 624.0 232.0 65.0 499.0 346.0
48.0 625.0 839.0 672.0 279.0 126.0
48.0 626.0 185.0 18.0 296.0 143.0
48.0 632.0 372.0 205.0 176.0 23.0
48.0 633.0 427.0 260.0 454.0 301.0
48.0 634.0 569.0 402.0 302.0 149.0
48.0 637.0 828.0 661.0 509.0 356.0
48.0 638.0 875.0 708.0 467.0 314.0
48.0 649.0 412.0 245.0 287.0 134.0
48.0 653.0 473.0 306.0 490.0 337.0
48.0 665.0 650.0 483.0 392.0 239.0
48.0 667.0 292.0 125.0 399.0 246.0
48.0 673.0 824.0 657.0 530.0 377.0
48.0 677.0 249.0 82.0 469.0 316.0
48.0 680.0 355.0 188.0 153.0 0.0
48.0 690.0 923.0 756.0 333.0 180.0
48.0 691.0 817.0 650.0 526.0 373.0
48.0 692.0 303.0 136.0 591.0 438.0
48.0 699.0 531.0 364.0 275.0 122.0
48.0 707.0 342.0 175.0 334.0 181.0
48.0 712.0 356.0 189.0 642.0 489.0
48.0 717.0 603.0 436.0 430.0 277.0
48.0 718.0 438.0 271.0 318.0 165.0
48.0 719.0 531.0 364.0 680.0 527.0
48.0 726.0 765.0 598.0 247.0 94.0
48.0 740.0 906.0 739.0 185.0 32.0
48.0 744.0 501.0 334.0 157.0 4.0
48.0 749.0 382.0 215.0 374.0 221.0
48.0 755.0 886.0 719.0 429.0 276.0
48.0 757.0 359.0 192.0 482.0 329.0
48.0 764.0 855.0 688.0 395.0 242.0
48.0 767.0 566.0 399.0 306.0 153.0
48.0 768.0 500.0 333.0 369.0 216.0
48.0 774.0 627.0 460.0 206.0 53.0
48.0 775.0 259.0 92.0 657.0 504.0
48.0 782.0 643.0 476.0 403.0 250.0
48.0 792.0 801.0 634.0 352.0 199.0
48.0 793.0 494.0 327.0 362.0 209.0
48.0 806.0 438.0 271.0 385.0 232.0
48.0 807.0 242.0 75.0 213.0 60.0
48.0 814.0 705.0 538.0 405.0 252.0
48.0 826.0 622.0 455.0 679.0 526.0
48.0 840.0 807.0 640.0 349.0 196.0
48.0 844.0 879.0 712.0 602.0 449.0
48.0 846.0 719.0 552.0 313.0 160.0
48.0 847.0 742.0 575.0 669.0 516.0
48.0 849.0 851.0 684.0 369.0 216.0
48.0 863.0 568.0 401.0 401.0 248.0
48.0 891.0 499.0 332.0 194.0 41.0
48.0 946.0 239.0 72.0 377.0 224.0
48.0 947.0 262.0 95.0 418.0 265.0
48.0 953.0 407.0 240.0 403.0 250.0
48.0 955.0 905.0 738.0 487.0 334.0
48.0 959.0 789.0 622.0 385.0 232.0
48.0 973.0 238.0 71.0 502.0 349.0
48.0 977.0 173.0 6.0 502.0 349.0
48.0 985.0 882.0 715.0 664.0 511.0
48.0 986.0 248.0 81.0 417.0 264.0
48.0 989.0 513.0 346.0 418.0 265.0
48.0 992.0 232.0 65.0 623.0 470.0
48.0 1001.0 199.0 32.0 648.0 495.0
48.0 1003.0 730.0 563.0 425.0 272.0
48.0 1012.0 659.0 492.0 274.0 121.0
48.0 1020.0 712.0 545.0 357.0 204.0
48.0 1026.0 514.0 347.0 759.0 606.0
48.0 1029.0 340.0 173.0 251.0 98.0
48.0 1030.0 643.0 476.0 449.0 296.0
48.0 1040.0 258.0 91.0 361.0 208.0
48.0 1050.0 295.0 128.0 573.0 420.0
48.0 1051.0 288.0 121.0 350.0 197.0
48.0 1052.0 315.0 148.0 389.0 236.0
48.0 1053.0 223.0 56.0 579.0 426.0
48.0 1057.0 554.0 387.0 492.0 339.0
48.0 1058.0 278.0 111.0 223.0 70.0
48.0 1081.0 831.0 664.0 591.0 438.0
48.0 1082.0 720.0 553.0 548.0 395.0
48.0 1083.0 442.0 275.0 221.0 68.0
48.0 1085.0 324.0 157.0 174.0 21.0
48.0 1088.0 426.0 259.0 441.0 288.0
48.0 1094.0 285.0 118.0 236.0 83.0
48.0 1096.0 807.0 640.0 424.0 271.0
48.0 1099.0 618.0 451.0 479.0 326.0
48.0 1109.0 935.0 768.0 231.0 78.0
48.0 1111.0 304.0 137.0 499.0 346.0
48.0 1112.0 859.0 692.0 249.0 96.0
48.0 1114.0 224.0 57.0 437.0 284.0
48.0 1116.0 731.0 564.0 583.0 430.0
48.0 1126.0 477.0 310.0 478.0 325.0
48.0 1134.0 817.0 650.0 360.0 207.0
48.0 1139.0 308.0 141.0 269.0 116.0
48.0 1147.0 219.0 52.0 233.0 80.0
48.0 1153.0 598.0 431.0 670.0 517.0
48.0 1164.0 356.0 189.0 611.0 458.0
48.0 1171.0 355.0 188.0 403.0 250.0
48.0 1176.0 377.0 210.0 507.0 354.0
48.0 1190.0 922.0 755.0 391.0 238.0
48.0 1191.0 917.0 750.0 522.0 369.0
48.0 1192.0 825.0 658.0 529.0 376.0
48.0 1197.0 225.0 58.0 242.0 89.0
48.0 1202.0 201.0 34.0 340.0 187.0
48.0 1209.0 918.0 751.0 465.0 312.0
48.0 1210.0 579.0 412.0 545.0 392.0
48.0 1212.0 606.0 439.0 213.0 60.0
48.0 1217.0 604.0 437.0 390.0 237.0
48.0 1220.0 595.0 428.0 617.0 464.0
48.0 1221.0 808.0 641.0 392.0 239.0
48.0 1222.0 666.0 499.0 339.0 186.0
48.0 1223.0 415.0 248.0 273.0 120.0
48.0 1233.0 875.0 708.0 545.0 392.0
48.0 1234.0 452.0 285.0 573.0 420.0
48.0 1235.0 2801.0 2634.0 1621.0 1468.0
48.0 1243.0 614.0 447.0 455.0 302.0
48.0 1244.0 340.0 173.0 394.0 241.0
48.0 1253.0 715.0 548.0 418.0 265.0
48.0 1259.0 706.0 539.0 312.0 159.0
48.0 1270.0 897.0 730.0 431.0 278.0
48.0 1275.0 475.0 308.0 385.0 232.0
48.0 1293.0 755.0 588.0 390.0 237.0
48.0 1298.0 435.0 268.0 676.0 523.0
48.0 1299.0 780.0 613.0 168.0 15.0
48.0 1309.0 233.0 66.0 388.0 235.0
48.0 1313.0 231.0 64.0 367.0 214.0
48.0 1320.0 222.0 55.0 263.0 110.0
48.0 1321.0 774.0 607.0 486.0 333.0
48.0 1327.0 722.0 555.0 797.0 644.0
48.0 1340.0 726.0 559.0 372.0 219.0
48.0 1342.0 466.0 299.0 445.0 292.0
48.0 1344.0 572.0 405.0 620.0 467.0
48.0 1350.0 713.0 546.0 448.0 295.0
48.0 1355.0 701.0 534.0 711.0 558.0
48.0 1358.0 864.0 697.0 221.0 68.0
48.0 1360.0 847.0 680.0 227.0 74.0
48.0 1363.0 436.0 269.0 406.0 253.0
48.0 1374.0 217.0 50.0 385.0 232.0
48.0 1384.0 827.0 660.0 360.0 207.0
48.0 1390.0 839.0 672.0 185.0 32.0
48.0 1394.0 229.0 62.0 671.0 518.0
48.0 1398.0 249.0 82.0 318.0 165.0
48.0 1402.0 784.0 617.0 309.0 156.0
48.0 1410.0 334.0 167.0 174.0 21.0
48.0 1414.0 553.0 386.0 195.0 42.0
48.0 1419.0 265.0 98.0 382.0 229.0
48.0 1420.0 281.0 114.0 155.0 2.0
48.0 1421.0 271.0 104.0 628.0 475.0
48.0 1422.0 421.0 254.0 350.0 197.0
48.0 1423.0 349.0 182.0 451.0 298.0
48.0 1424.0 379.0 212.0 396.0 243.0
48.0 1427.0 766.0 599.0 317.0 164.0
48.0 1431.0 704.0 537.0 356.0 203.0
48.0 1434.0 523.0 356.0 524.0 371.0
48.0 1443.0 371.0 204.0 666.0 513.0
48.0 1451.0 626.0 459.0 489.0 336.0
48.0 1459.0 815.0 648.0 336.0 183.0
48.0 1463.0 889.0 722.0 381.0 228.0
48.0 1469.0 174.0 7.0 410.0 257.0
48.0 1480.0 763.0 596.0 163.0 10.0
48.0 1482.0 1201.0 1034.0 304.0 151.0
48.0 1483.0 462.0 295.0 209.0 56.0
48.0 1486.0 280.0 113.0 279.0 126.0
48.0 1491.0 324.0 157.0 343.0 190.0
48.0 1494.0 3197.0 3030.0 904.0 751.0
48.0 1496.0 213.0 46.0 344.0 191.0
48.0 1500.0 986.0 819.0 556.0 403.0
48.0 1501.0 887.0 720.0 415.0 262.0
48.0 1504.0 619.0 452.0 531.0 378.0
48.0 1507.0 570.0 403.0 202.0 49.0
48.0 1508.0 840.0 673.0 633.0 480.0
48.0 1510.0 886.0 719.0 680.0 527.0
48.0 1513.0 737.0 570.0 589.0 436.0
48.0 1514.0 537.0 370.0 406.0 253.0
48.0 1517.0 505.0 338.0 290.0 137.0
48.0 1520.0 453.0 286.0 163.0 10.0
48.0 1525.0 852.0 685.0 491.0 338.0
48.0 1527.0 618.0 451.0 670.0 517.0
48.0 1528.0 1040.0 873.0 469.0 316.0
48.0 1529.0 580.0 413.0 444.0 291.0
48.0 1530.0 911.0 744.0 507.0 354.0
48.0 1531.0 252.0 85.0 249.0 96.0
48.0 1533.0 725.0 558.0 194.0 41.0
48.0 1535.0 389.0 222.0 476.0 323.0
48.0 1546.0 175.0 8.0 318.0 165.0
48.0 1551.0 937.0 770.0 277.0 124.0
48.0 1555.0 775.0 608.0 517.0 364.0
48.0 1558.0 640.0 473.0 517.0 364.0
48.0 1560.0 625.0 458.0 411.0 258.0
48.0 1561.0 846.0 679.0 610.0 457.0
48.0 1562.0 780.0 613.0 311.0 158.0
48.0 1570.0 251.0 84.0 800.0 647.0
48.0 1581.0 756.0 589.0 201.0 48.0
48.0 1587.0 962.0 795.0 637.0 484.0
48.0 1593.0 353.0 186.0 291.0 138.0
48.0 1599.0 721.0 554.0 214.0 61.0
48.0 1600.0 1184.0 1017.0 536.0 383.0
48.0 1606.0 901.0 734.0 176.0 23.0
48.0 1613.0 1752.0 1585.0 343.0 190.0
48.0 1615.0 398.0 231.0 332.0 179.0
48.0 1616.0 773.0 606.0 563.0 410.0
48.0 1620.0 231.0 64.0 208.0 55.0
48.0 1621.0 211.0 44.0 506.0 353.0
48.0 1624.0 939.0 772.0 633.0 480.0
48.0 1632.0 999.0 832.0 259.0 106.0
48.0 1639.0 462.0 295.0 698.0 545.0
48.0 1642.0 975.0 808.0 742.0 589.0
48.0 1644.0 344.0 177.0 779.0 626.0
48.0 1646.0 711.0 544.0 285.0 132.0
48.0 1648.0 973.0 806.0 519.0 366.0
48.0 1650.0 1321.0 1154.0 471.0 318.0
48.0 1653.0 603.0 436.0 602.0 449.0
48.0 1656.0 878.0 711.0 377.0 224.0
48.0 1657.0 821.0 654.0 356.0 203.0
48.0 1658.0 436.0 269.0 618.0 465.0
48.0 1661.0 896.0 729.0 635.0 482.0
48.0 1662.0 819.0 652.0 383.0 230.0
48.0 1666.0 460.0 293.0 248.0 95.0
48.0 1669.0 545.0 378.0 171.0 18.0
48.0 1688.0 718.0 551.0 361.0 208.0
48.0 1689.0 1017.0 850.0 595.0 442.0
48.0 1691.0 763.0 596.0 230.0 77.0
48.0 1704.0 962.0 795.0 350.0 197.0
48.0 1710.0 441.0 274.0 573.0 420.0
48.0 1715.0 266.0 99.0 261.0 108.0
48.0 1722.0 338.0 171.0 426.0 273.0
48.0 1751.0 411.0 244.0 596.0 443.0
48.0 1757.0 596.0 429.0 349.0 196.0
48.0 1760.0 8871.0 8704.0 3522.0 3369.0
48.0 1762.0 962.0 795.0 400.0 247.0
48.0 1769.0 238.0 71.0 512.0 359.0
48.0 1771.0 173.0 6.0 206.0 53.0
48.0 1773.0 525.0 358.0 642.0 489.0
48.0 1784.0 733.0 566.0 717.0 564.0
48.0 1794.0 969.0 802.0 507.0 354.0
48.0 1800.0 990.0 823.0 603.0 450.0
48.0 1801.0 831.0 664.0 445.0 292.0
48.0 1812.0 816.0 649.0 189.0 36.0
48.0 1815.0 786.0 619.0 442.0 289.0
48.0 1817.0 599.0 432.0 551.0 398.0
48.0 1820.0 916.0 749.0 526.0 373.0
48.0 1829.0 809.0 642.0 234.0 81.0
48.0 1831.0 757.0 590.0 373.0 220.0
48.0 1837.0 918.0 751.0 477.0 324.0
48.0 1849.0 179.0 12.0 271.0 118.0
48.0 1850.0 688.0 521.0 795.0 642.0
48.0 1860.0 522.0 355.0 539.0 386.0
48.0 1871.0 967.0 800.0 496.0 343.0
48.0 1877.0 960.0 793.0 163.0 10.0
48.0 1887.0 6754.0 6587.0 1386.0 1233.0
48.0 1894.0 212.0 45.0 576.0 423.0
48.0 1898.0 977.0 810.0 755.0 602.0
48.0 1907.0 592.0 425.0 503.0 350.0
48.0 1913.0 680.0 513.0 305.0 152.0
48.0 1917.0 714.0 547.0 633.0 480.0
48.0 1921.0 956.0 789.0 640.0 487.0
48.0 1924.0 758.0 591.0 599.0 446.0
48.0 1928.0 341.0 174.0 362.0 209.0
48.0 1938.0 220.0 53.0 226.0 73.0
48.0 1939.0 872.0 705.0 564.0 411.0
48.0 1940.0 174.0 7.0 296.0 143.0
48.0 1943.0 587.0 420.0 369.0 216.0
48.0 1947.0 237.0 70.0 722.0 569.0
48.0 1949.0 900.0 733.0 696.0 543.0
48.0 1951.0 277.0 110.0 406.0 253.0
48.0 1954.0 502.0 335.0 727.0 574.0
48.0 1956.0 746.0 579.0 612.0 459.0
48.0 1966.0 578.0 411.0 316.0 163.0
48.0 1969.0 988.0 821.0 195.0 42.0
48.0 1970.0 834.0 667.0 374.0 221.0
48.0 1972.0 693.0 526.0 661.0 508.0
48.0 1991.0 11746.0 11579.0 1151.0 998.0
48.0 1996.0 779.0 612.0 560.0 407.0
48.0 1997.0 695.0 528.0 772.0 619.0
48.0 2009.0 829.0 662.0 397.0 244.0
48.0 2011.0 809.0 642.0 538.0 385.0
48.0 2012.0 795.0 628.0 198.0 45.0
48.0 2014.0 873.0 706.0 437.0 284.0
48.0 2017.0 361.0 194.0 685.0 532.0
48.0 2029.0 689.0 522.0 243.0 90.0
48.0 2031.0 1116.0 949.0 603.0 450.0
48.0 2037.0 594.0 427.0 669.0 516.0
48.0 2040.0 617.0 450.0 765.0 612.0
48.0 2041.0 403.0 236.0 518.0 365.0
48.0 2043.0 804.0 637.0 223.0 70.0
48.0 2046.0 346.0 179.0 335.0 182.0
48.0 2047.0 757.0 590.0 448.0 295.0
48.0 2051.0 782.0 615.0 680.0 527.0
48.0 2056.0 3505.0 3338.0 2487.0 2334.0
48.0 2058.0 456.0 289.0 220.0 67.0
48.0 2059.0 455.0 288.0 431.0 278.0
48.0 2060.0 685.0 518.0 748.0 595.0
48.0 2061.0 626.0 459.0 216.0 63.0
48.0 2075.0 670.0 503.0 701.0 548.0
48.0 2079.0 744.0 577.0 673.0 520.0
48.0 2087.0 1012.0 845.0 577.0 424.0
48.0 2094.0 685.0 518.0 710.0 557.0
48.0 2095.0 614.0 447.0 170.0 17.0
48.0 2096.0 505.0 338.0 722.0 569.0
48.0 2097.0 775.0 608.0 406.0 253.0
48.0 2100.0 431.0 264.0 260.0 107.0
48.0 2102.0 223.0 56.0 472.0 319.0
48.0 2105.0 577.0 410.0 242.0 89.0
48.0 2110.0 167.0 0.0 336.0 183.0
48.0 2112.0 206.0 39.0 516.0 363.0
48.0 2113.0 995.0 828.0 766.0 613.0
48.0 2114.0 170.0 3.0 665.0 512.0
48.0 2115.0 928.0 761.0 164.0 11.0
48.0 2116.0 999.0 832.0 485.0 332.0
48.0 2122.0 482.0 315.0 479.0 326.0
48.0 2124.0 240.0 73.0 279.0 126.0
48.0 2132.0 804.0 637.0 597.0 444.0
48.0 2135.0 239.0 72.0 859.0 706.0
48.0 2140.0 849.0 682.0 584.0 431.0
48.0 2145.0 541.0 374.0 203.0 50.0
48.0 2146.0 702.0 535.0 191.0 38.0
48.0 2149.0 976.0 809.0 639.0 486.0
48.0 2150.0 749.0 582.0 338.0 185.0
48.0 2153.0 169.0 2.0 573.0 420.0
48.0 2161.0 577.0 410.0 215.0 62.0
48.0 2164.0 363.0 196.0 526.0 373.0
48.0 2166.0 401.0 234.0 384.0 231.0
48.0 2170.0 956.0 789.0 527.0 374.0
48.0 2171.0 801.0 634.0 642.0 489.0
48.0 2178.0 544.0 377.0 328.0 175.0
48.0 2183.0 967.0 800.0 432.0 279.0
48.0 2188.0 881.0 714.0 173.0 20.0
48.0 2193.0 542.0 375.0 663.0 510.0
48.0 2195.0 362.0 195.0 214.0 61.0
48.0 2196.0 427.0 260.0 306.0 153.0
48.0 2199.0 769.0 602.0 746.0 593.0
48.0 2200.0 173.0 6.0 488.0 335.0
48.0 2204.0 1019.0 852.0 691.0 538.0
48.0 2207.0 609.0 442.0 514.0 361.0
48.0 2213.0 709.0 542.0 548.0 395.0
48.0 2214.0 341.0 174.0 223.0 70.0
48.0 2216.0 1012.0 845.0 320.0 167.0
48.0 2218.0 295.0 128.0 249.0 96.0
48.0 2221.0 737.0 570.0 553.0 400.0
48.0 2222.0 730.0 563.0 396.0 243.0
48.0 2236.0 899.0 732.0 526.0 373.0
48.0 2239.0 195.0 28.0 444.0 291.0
48.0 2246.0 742.0 575.0 489.0 336.0
48.0 2249.0 873.0 706.0 742.0 589.0
48.0 2250.0 8526.0 8359.0 1355.0 1202.0
48.0 2255.0 481.0 314.0 171.0 18.0
48.0 2256.0 262.0 95.0 563.0 410.0
48.0 2269.0 820.0 653.0 756.0 603.0
48.0 2271.0 872.0 705.0 712.0 559.0
48.0 2276.0 397.0 230.0 638.0 485.0
48.0 2281.0 423.0 256.0 557.0 404.0
48.0 2296.0 234.0 67.0 614.0 461.0
48.0 2300.0 870.0 703.0 165.0 12.0
48.0 2301.0 312.0 145.0 1716.0 1563.0
48.0 2312.0 828.0 661.0 754.0 601.0
48.0 2327.0 330.0 163.0 394.0 241.0
48.0 2331.0 817.0 650.0 585.0 432.0
48.0 2350.0 702.0 535.0 403.0 250.0
48.0 2361.0 980.0 813.0 170.0 17.0
48.0 2364.0 182.0 15.0 592.0 439.0
48.0 2366.0 819.0 652.0 232.0 79.0
48.0 2368.0 529.0 362.0 378.0 225.0
48.0 2369.0 725.0 558.0 199.0 46.0
48.0 2372.0 631.0 464.0 426.0 273.0
48.0 2373.0 873.0 706.0 464.0 311.0
48.0 2374.0 980.0 813.0 489.0 336.0
48.0 2376.0 731.0 564.0 603.0 450.0
48.0 2384.0 566.0 399.0 285.0 132.0
48.0 2386.0 1001.0 834.0 441.0 288.0
48.0 2387.0 768.0 601.0 621.0 468.0
48.0 2388.0 399.0 232.0 254.0 101.0
48.0 2389.0 533.0 366.0 619.0 466.0
48.0 2391.0 315.0 148.0 219.0 66.0
48.0 2404.0 472.0 305.0 410.0 257.0
48.0 2409.0 803.0 636.0 681.0 528.0
48.0 2412.0 699.0 532.0 461.0 308.0
48.0 2418.0 632.0 465.0 535.0 382.0
48.0 2421.0 749.0 582.0 661.0 508.0
48.0 2425.0 824.0 657.0 233.0 80.0
48.0 2429.0 801.0 634.0 193.0 40.0
48.0 2430.0 200.0 33.0 664.0 511.0
48.0 2431.0 398.0 231.0 606.0 453.0
48.0 2432.0 535.0 368.0 482.0 329.0
48.0 2435.0 343.0 176.0 368.0 215.0
48.0 2438.0 822.0 655.0 303.0 150.0
48.0 2444.0 821.0 654.0 699.0 546.0
48.0 2450.0 795.0 628.0 783.0 630.0
48.0 2461.0 924.0 757.0 379.0 226.0
48.0 2474.0 620.0 453.0 680.0 527.0
48.0 2477.0 984.0 817.0 327.0 174.0
48.0 2479.0 427.0 260.0 455.0 302.0
48.0 2480.0 985.0 818.0 234.0 81.0
48.0 2481.0 528.0 361.0 367.0 214.0
48.0 2487.0 678.0 511.0 982.0 829.0
48.0 2491.0 923.0 756.0 353.0 200.0
48.0 2493.0 444.0 277.0 746.0 593.0
48.0 2494.0 450.0 283.0 242.0 89.0
48.0 2499.0 547.0 380.0 713.0 560.0
48.0 2507.0 728.0 561.0 796.0 643.0
48.0 2512.0 812.0 645.0 655.0 502.0
48.0 2514.0 1296.0 1129.0 696.0 543.0
48.0 2519.0 638.0 471.0 646.0 493.0
48.0 2521.0 533.0 366.0 591.0 438.0
48.0 2528.0 314.0 147.0 496.0 343.0
48.0 2529.0 800.0 633.0 705.0 552.0
48.0 2530.0 295.0 128.0 539.0 386.0
48.0 2536.0 800.0 633.0 781.0 628.0
48.0 2543.0 560.0 393.0 741.0 588.0
48.0 2550.0 892.0 725.0 479.0 326.0
48.0 2566.0 819.0 652.0 748.0 595.0
48.0 2568.0 385.0 218.0 523.0 370.0
48.0 2569.0 276.0 109.0 624.0 471.0
48.0 2607.0 221.0 54.0 855.0 702.0
48.0 2613.0 725.0 558.0 921.0 768.0
48.0 2614.0 624.0 457.0 335.0 182.0
48.0 2615.0 1013.0 846.0 558.0 405.0
48.0 2619.0 733.0 566.0 204.0 51.0
48.0 2620.0 844.0 677.0 159.0 6.0
48.0 2623.0 371.0 204.0 348.0 195.0
48.0 2625.0 341.0 174.0 794.0 641.0
48.0 2636.0 776.0 609.0 635.0 482.0
48.0 2639.0 414.0 247.0 351.0 198.0
48.0 2640.0 229.0 62.0 479.0 326.0
48.0 2647.0 582.0 415.0 595.0 442.0
48.0 2648.0 849.0 682.0 374.0 221.0
48.0 2649.0 607.0 440.0 450.0 297.0
48.0 2651.0 206.0 39.0 723.0 570.0
48.0 2655.0 613.0 446.0 423.0 270.0
48.0 2659.0 965.0 798.0 576.0 423.0
48.0 2670.0 1151.0 984.0 165.0 12.0
48.0 2681.0 630.0 463.0 470.0 317.0
48.0 2690.0 523.0 356.0 340.0 187.0
48.0 2694.0 977.0 810.0 359.0 206.0
48.0 2696.0 283.0 116.0 1041.0 888.0
48.0 2698.0 2034.0 1867.0 1197.0 1044.0
48.0 2706.0 228.0 61.0 244.0 91.0
