Img	TargetXMin	YMin	XMax	YMax	
47	3078	145	208	320	368
47	3085	76	392	251	552
47	3099	63	168	238	328
47	3101	105	31	280	191
47	3107	460	157	635	317
47	3118	200	64	375	224
47	3148	297	237	472	397
47	3149	664	119	839	279
48	8	449	67	616	220
48	14	764	480	931	633
48	25	222	163	389	316
48	33	535	382	702	535
48	34	23	459	190	612
48	35	305	229	472	382
48	38	307	301	474	454
48	39	152	318	319	471
48	40	279	204	446	357
48	41	153	566	320	719
48	42	232	232	399	385
48	49	54	363	221	516
48	50	744	23	911	176
48	51	1271	2668	1438	2821
48	52	472	132	639	285
48	53	390	182	557	335
48	56	683	148	850	301
48	57	1208	600	1375	753
48	58	1650	534	1817	687
48	63	14	494	181	647
48	68	839	132	1006	285
48	79	666	553	833	706
48	84	617	432	784	585
48	87	291	350	458	503
48	90	391	221	558	374
48	92	661	244	828	397
48	98	563	107	730	260
48	102	646	320	813	473
48	109	175	133	342	286
48	112	604	278	771	431
48	114	589	535	756	688
48	116	314	485	481	638
48	122	46	812	213	965
48	125	399	211	566	364
48	126	925	79	1092	232
48	128	525	251	692	404
48	130	440	515	607	668
48	131	583	548	750	701
48	132	69	95	236	248
48	133	565	502	732	655
48	135	246	278	413	431
48	137	739	236	906	389
48	140	597	76	764	229
48	147	182	81	349	234
48	149	134	357	301	510
48	150	596	276	763	429
48	151	479	199	646	352
48	153	651	180	818	333
48	157	382	232	549	385
48	158	50	606	217	759
48	159	372	247	539	400
48	162	346	154	513	307
48	165	239	387	406	540
48	166	25	475	192	628
48	170	448	383	615	536
48	175	272	115	439	268
48	176	84	427	251	580
48	178	979	739	1146	892
48	179	815	374	982	527
48	180	392	126	559	279
48	185	709	146	876	299
48	191	383	403	550	556
48	192	454	297	621	450
48	194	407	42	574	195
48	200	65	175	232	328
48	208	469	151	636	304
48	213	716	131	883	284
48	215	1720	74	1887	227
48	216	101	218	268	371
48	218	303	139	470	292
48	220	95	316	262	469
48	221	464	329	631	482
48	222	631	327	798	480
48	225	277	534	444	687
48	226	708	188	875	341
48	227	146	18	313	171
48	232	440	197	607	350
48	233	643	30	810	183
48	235	116	294	283	447
48	238	12	285	179	438
48	239	672	166	839	319
48	243	75	372	242	525
48	246	378	460	545	613
48	248	392	24	559	177
48	249	387	93	554	246
48	250	118	439	285	592
48	251	681	399	848	552
48	252	137	204	304	357
48	253	366	69	533	222
48	260	20	37	187	190
48	261	367	216	534	369
48	265	573	252	740	405
48	267	150	383	317	536
48	271	187	215	354	368
48	290	702	5	869	158
48	292	721	413	888	566
48	299	172	513	339	666
48	301	188	127	355	280
48	304	154	333	321	486
48	306	299	219	466	372
48	326	412	454	579	607
48	327	658	419	825	572
48	329	551	311	718	464
48	330	114	123	281	276
48	331	220	317	387	470
48	337	599	295	766	448
48	341	249	37	416	190
48	348	660	208	827	361
48	349	480	468	647	621
48	353	691	116	858	269
48	354	748	21	915	174
48	360	315	320	482	473
48	375	594	180	761	333
48	378	904	65	1071	218
48	384	250	528	417	681
48	389	25	505	192	658
48	399	348	373	515	526
48	400	303	530	470	683
48	408	424	198	591	351
48	417	413	166	580	319
48	421	413	12	580	165
48	426	645	291	812	444
48	427	465	111	632	264
48	428	366	1109	533	1262
48	440	596	247	763	400
48	441	568	324	735	477
48	444	476	428	643	581
48	446	522	72	689	225
48	449	476	32	643	185
48	454	504	368	671	521
48	458	42	26	209	179
48	460	74	188	241	341
48	466	190	198	357	351
48	469	751	174	918	327
48	472	467	421	634	574
48	477	491	324	658	477
48	482	469	570	636	723
48	489	730	181	897	334
48	503	185	140	352	293
48	505	707	475	874	628
48	510	460	468	627	621
48	515	581	110	748	263
48	523	500	448	667	601
48	529	521	454	688	607
48	544	51	17	218	170
48	545	240	309	407	462
48	546	578	557	745	710
48	547	159	128	326	281
48	548	340	229	507	382
48	552	303	521	470	674
48	555	86	158	253	311
48	558	386	394	553	547
48	560	619	153	786	306
48	561	65	393	232	546
48	562	156	275	323	428
48	565	214	449	381	602
48	568	542	557	709	710
48	571	110	161	277	314
48	572	510	405	677	558
48	573	633	270	800	423
48	576	441	259	608	412
48	584	64	342	231	495
48	587	764	182	931	335
48	589	787	149	954	302
48	590	553	559	720	712
48	591	192	300	359	453
48	594	467	271	634	424
48	597	570	406	737	559
48	600	303	271	470	424
48	606	140	132	307	285
48	616	138	20	305	173
48	620	528	444	695	597
48	622	590	323	757	476
48	623	504	274	671	427
48	624	65	346	232	499
48	625	672	126	839	279
48	626	18	143	185	296
48	632	205	23	372	176
48	633	260	301	427	454
48	634	402	149	569	302
48	637	661	356	828	509
48	638	708	314	875	467
48	649	245	134	412	287
48	653	306	337	473	490
48	665	483	239	650	392
48	667	125	246	292	399
48	673	657	377	824	530
48	677	82	316	249	469
48	680	188	0	355	153
48	690	756	180	923	333
48	691	650	373	817	526
48	692	136	438	303	591
48	699	364	122	531	275
48	707	175	181	342	334
48	712	189	489	356	642
48	717	436	277	603	430
48	718	271	165	438	318
48	719	364	527	531	680
48	726	598	94	765	247
48	740	739	32	906	185
48	744	334	4	501	157
48	749	215	221	382	374
48	755	719	276	886	429
48	757	192	329	359	482
48	764	688	242	855	395
48	767	399	153	566	306
48	768	333	216	500	369
48	774	460	53	627	206
48	775	92	504	259	657
48	782	476	250	643	403
48	792	634	199	801	352
48	793	327	209	494	362
48	806	271	232	438	385
48	807	75	60	242	213
48	814	538	252	705	405
48	826	455	526	622	679
48	840	640	196	807	349
48	844	712	449	879	602
48	846	552	160	719	313
48	847	575	516	742	669
48	849	684	216	851	369
48	863	401	248	568	401
48	891	332	41	499	194
48	946	72	224	239	377
48	947	95	265	262	418
48	953	240	250	407	403
48	955	738	334	905	487
48	959	622	232	789	385
48	973	71	349	238	502
48	977	6	349	173	502
48	985	715	511	882	664
48	986	81	264	248	417
48	989	346	265	513	418
48	992	65	470	232	623
48	1001	32	495	199	648
48	1003	563	272	730	425
48	1012	492	121	659	274
48	1020	545	204	712	357
48	1026	347	606	514	759
48	1029	173	98	340	251
48	1030	476	296	643	449
48	1040	91	208	258	361
48	1050	128	420	295	573
48	1051	121	197	288	350
48	1052	148	236	315	389
48	1053	56	426	223	579
48	1057	387	339	554	492
48	1058	111	70	278	223
48	1081	664	438	831	591
48	1082	553	395	720	548
48	1083	275	68	442	221
48	1085	157	21	324	174
48	1088	259	288	426	441
48	1094	118	83	285	236
48	1096	640	271	807	424
48	1099	451	326	618	479
48	1109	768	78	935	231
48	1111	137	346	304	499
48	1112	692	96	859	249
48	1114	57	284	224	437
48	1116	564	430	731	583
48	1126	310	325	477	478
48	1134	650	207	817	360
48	1139	141	116	308	269
48	1147	52	80	219	233
48	1153	431	517	598	670
48	1164	189	458	356	611
48	1171	188	250	355	403
48	1176	210	354	377	507
48	1190	755	238	922	391
48	1191	750	369	917	522
48	1192	658	376	825	529
48	1197	58	89	225	242
48	1202	34	187	201	340
48	1209	751	312	918	465
48	1210	412	392	579	545
48	1212	439	60	606	213
48	1217	437	237	604	390
48	1220	428	464	595	617
48	1221	641	239	808	392
48	1222	499	186	666	339
48	1223	248	120	415	273
48	1233	708	392	875	545
48	1234	285	420	452	573
48	1235	2634	1468	2801	1621
48	1243	447	302	614	455
48	1244	173	241	340	394
48	1253	548	265	715	418
48	1259	539	159	706	312
48	1270	730	278	897	431
48	1275	308	232	475	385
48	1293	588	237	755	390
48	1298	268	523	435	676
48	1299	613	15	780	168
48	1309	66	235	233	388
48	1313	64	214	231	367
48	1320	55	110	222	263
48	1321	607	333	774	486
48	1327	555	644	722	797
48	1340	559	219	726	372
48	1342	299	292	466	445
48	1344	405	467	572	620
48	1350	546	295	713	448
48	1355	534	558	701	711
48	1358	697	68	864	221
48	1360	680	74	847	227
48	1363	269	253	436	406
48	1374	50	232	217	385
48	1384	660	207	827	360
48	1390	672	32	839	185
48	1394	62	518	229	671
48	1398	82	165	249	318
48	1402	617	156	784	309
48	1410	167	21	334	174
48	1414	386	42	553	195
48	1419	98	229	265	382
48	1420	114	2	281	155
48	1421	104	475	271	628
48	1422	254	197	421	350
48	1423	182	298	349	451
48	1424	212	243	379	396
48	1427	599	164	766	317
48	1431	537	203	704	356
48	1434	356	371	523	524
48	1443	204	513	371	666
48	1451	459	336	626	489
48	1459	648	183	815	336
48	1463	722	228	889	381
48	1469	7	257	174	410
48	1480	596	10	763	163
48	1482	1034	151	1201	304
48	1483	295	56	462	209
48	1486	113	126	280	279
48	1491	157	190	324	343
48	1494	3030	751	3197	904
48	1496	46	191	213	344
48	1500	819	403	986	556
48	1501	720	262	887	415
48	1504	452	378	619	531
48	1507	403	49	570	202
48	1508	673	480	840	633
48	1510	719	527	886	680
48	1513	570	436	737	589
48	1514	370	253	537	406
48	1517	338	137	505	290
48	1520	286	10	453	163
48	1525	685	338	852	491
48	1527	451	517	618	670
48	1528	873	316	1040	469
48	1529	413	291	580	444
48	1530	744	354	911	507
48	1531	85	96	252	249
48	1533	558	41	725	194
48	1535	222	323	389	476
48	1546	8	165	175	318
48	1551	770	124	937	277
48	1555	608	364	775	517
48	1558	473	364	640	517
48	1560	458	258	625	411
48	1561	679	457	846	610
48	1562	613	158	780	311
48	1570	84	647	251	800
48	1581	589	48	756	201
48	1587	795	484	962	637
48	1593	186	138	353	291
48	1599	554	61	721	214
48	1600	1017	383	1184	536
48	1606	734	23	901	176
48	1613	1585	190	1752	343
48	1615	231	179	398	332
48	1616	606	410	773	563
48	1620	64	55	231	208
48	1621	44	353	211	506
48	1624	772	480	939	633
48	1632	832	106	999	259
48	1639	295	545	462	698
48	1642	808	589	975	742
48	1644	177	626	344	779
48	1646	544	132	711	285
48	1648	806	366	973	519
48	1650	1154	318	1321	471
48	1653	436	449	603	602
48	1656	711	224	878	377
48	1657	654	203	821	356
48	1658	269	465	436	618
48	1661	729	482	896	635
48	1662	652	230	819	383
48	1666	293	95	460	248
48	1669	378	18	545	171
48	1688	551	208	718	361
48	1689	850	442	1017	595
48	1691	596	77	763	230
48	1704	795	197	962	350
48	1710	274	420	441	573
48	1715	99	108	266	261
48	1722	171	273	338	426
48	1751	244	443	411	596
48	1757	429	196	596	349
48	1760	8704	3369	8871	3522
48	1762	795	247	962	400
48	1769	71	359	238	512
48	1771	6	53	173	206
48	1773	358	489	525	642
48	1784	566	564	733	717
48	1794	802	354	969	507
48	1800	823	450	990	603
48	1801	664	292	831	445
48	1812	649	36	816	189
48	1815	619	289	786	442
48	1817	432	398	599	551
48	1820	749	373	916	526
48	1829	642	81	809	234
48	1831	590	220	757	373
48	1837	751	324	918	477
48	1849	12	118	179	271
48	1850	521	642	688	795
48	1860	355	386	522	539
48	1871	800	343	967	496
48	1877	793	10	960	163
48	1887	6587	1233	6754	1386
48	1894	45	423	212	576
48	1898	810	602	977	755
48	1907	425	350	592	503
48	1913	513	152	680	305
48	1917	547	480	714	633
48	1921	789	487	956	640
48	1924	591	446	758	599
48	1928	174	209	341	362
48	1938	53	73	220	226
48	1939	705	411	872	564
48	1940	7	143	174	296
48	1943	420	216	587	369
48	1947	70	569	237	722
48	1949	733	543	900	696
48	1951	110	253	277	406
48	1954	335	574	502	727
48	1956	579	459	746	612
48	1966	411	163	578	316
48	1969	821	42	988	195
48	1970	667	221	834	374
48	1972	526	508	693	661
48	1991	11579	998	11746	1151
48	1996	612	407	779	560
48	1997	528	619	695	772
48	2009	662	244	829	397
48	2011	642	385	809	538
48	2012	628	45	795	198
48	2014	706	284	873	437
48	2017	194	532	361	685
48	2029	522	90	689	243
48	2031	949	450	1116	603
48	2037	427	516	594	669
48	2040	450	612	617	765
48	2041	236	365	403	518
48	2043	637	70	804	223
48	2046	179	182	346	335
48	2047	590	295	757	448
48	2051	615	527	782	680
48	2056	3338	2334	3505	2487
48	2058	289	67	456	220
48	2059	288	278	455	431
48	2060	518	595	685	748
48	2061	459	63	626	216
48	2075	503	548	670	701
48	2079	577	520	744	673
48	2087	845	424	1012	577
48	2094	518	557	685	710
48	2095	447	17	614	170
48	2096	338	569	505	722
48	2097	608	253	775	406
48	2100	264	107	431	260
48	2102	56	319	223	472
48	2105	410	89	577	242
48	2110	0	183	167	336
48	2112	39	363	206	516
48	2113	828	613	995	766
48	2114	3	512	170	665
48	2115	761	11	928	164
48	2116	832	332	999	485
48	2122	315	326	482	479
48	2124	73	126	240	279
48	2132	637	444	804	597
48	2135	72	706	239	859
48	2140	682	431	849	584
48	2145	374	50	541	203
48	2146	535	38	702	191
48	2149	809	486	976	639
48	2150	582	185	749	338
48	2153	2	420	169	573
48	2161	410	62	577	215
48	2164	196	373	363	526
48	2166	234	231	401	384
48	2170	789	374	956	527
48	2171	634	489	801	642
48	2178	377	175	544	328
48	2183	800	279	967	432
48	2188	714	20	881	173
48	2193	375	510	542	663
48	2195	195	61	362	214
48	2196	260	153	427	306
48	2199	602	593	769	746
48	2200	6	335	173	488
48	2204	852	538	1019	691
48	2207	442	361	609	514
48	2213	542	395	709	548
48	2214	174	70	341	223
48	2216	845	167	1012	320
48	2218	128	96	295	249
48	2221	570	400	737	553
48	2222	563	243	730	396
48	2236	732	373	899	526
48	2239	28	291	195	444
48	2246	575	336	742	489
48	2249	706	589	873	742
48	2250	8359	1202	8526	1355
48	2255	314	18	481	171
48	2256	95	410	262	563
48	2269	653	603	820	756
48	2271	705	559	872	712
48	2276	230	485	397	638
48	2281	256	404	423	557
48	2296	67	461	234	614
48	2300	703	12	870	165
48	2301	145	1563	312	1716
48	2312	661	601	828	754
48	2327	163	241	330	394
48	2331	650	432	817	585
48	2350	535	250	702	403
48	2361	813	17	980	170
48	2364	15	439	182	592
48	2366	652	79	819	232
48	2368	362	225	529	378
48	2369	558	46	725	199
48	2372	464	273	631	426
48	2373	706	311	873	464
48	2374	813	336	980	489
48	2376	564	450	731	603
48	2384	399	132	566	285
48	2386	834	288	1001	441
48	2387	601	468	768	621
48	2388	232	101	399	254
48	2389	366	466	533	619
48	2391	148	66	315	219
48	2404	305	257	472	410
48	2409	636	528	803	681
48	2412	532	308	699	461
48	2418	465	382	632	535
48	2421	582	508	749	661
48	2425	657	80	824	233
48	2429	634	40	801	193
48	2430	33	511	200	664
48	2431	231	453	398	606
48	2432	368	329	535	482
48	2435	176	215	343	368
48	2438	655	150	822	303
48	2444	654	546	821	699
48	2450	628	630	795	783
48	2461	757	226	924	379
48	2474	453	527	620	680
48	2477	817	174	984	327
48	2479	260	302	427	455
48	2480	818	81	985	234
48	2481	361	214	528	367
48	2487	511	829	678	982
48	2491	756	200	923	353
48	2493	277	593	444	746
48	2494	283	89	450	242
48	2499	380	560	547	713
48	2507	561	643	728	796
48	2512	645	502	812	655
48	2514	1129	543	1296	696
48	2519	471	493	638	646
48	2521	366	438	533	591
48	2528	147	343	314	496
48	2529	633	552	800	705
48	2530	128	386	295	539
48	2536	633	628	800	781
48	2543	393	588	560	741
48	2550	725	326	892	479
48	2566	652	595	819	748
48	2568	218	370	385	523
48	2569	109	471	276	624
48	2607	54	702	221	855
48	2613	558	768	725	921
48	2614	457	182	624	335
48	2615	846	405	1013	558
48	2619	566	51	733	204
48	2620	677	6	844	159
48	2623	204	195	371	348
48	2625	174	641	341	794
48	2636	609	482	776	635
48	2639	247	198	414	351
48	2640	62	326	229	479
48	2647	415	442	582	595
48	2648	682	221	849	374
48	2649	440	297	607	450
48	2651	39	570	206	723
48	2655	446	270	613	423
48	2659	798	423	965	576
48	2670	984	12	1151	165
48	2681	463	317	630	470
48	2690	356	187	523	340
48	2694	810	206	977	359
48	2696	116	888	283	1041
48	2698	1867	1044	2034	1197
48	2706	61	91	228	244
48	2708	368	551	535	704
48	2712	467	46	634	199
48	2724	843	333	1010	486
48	2725	28	291	195	444
48	2726	641	515	808	668
48	2729	88	236	255	389
48	2730	285	260	452	413
48	2732	32	639	199	792
48	2744	193	165	360	318
48	2750	137	249	304	402
48	2752	17	145	184	298
48	2755	868	575	1035	728
48	2757	670	221	837	374
48	2763	387	644	554	797
48	2764	300	495	467	648
48	2766	424	427	591	580
48	2768	560	366	727	519
48	2769	833	186	1000	339
48	2770	122	233	289	386
48	2775	396	157	563	310
48	2781	377	615	544	768
48	2788	782	407	949	560
48	2791	140	264	307	417
48	2806	796	515	963	668
48	2808	592	194	759	347
48	2809	277	248	444	401
48	2815	294	101	461	254
48	2822	305	58	472	211
48	2824	22	543	189	696
48	2825	11	545	178	698
48	2829	332	222	499	375
48	2875	939	619	1106	772
48	2895	696	219	863	372
48	2903	418	200	585	353
48	2907	802	449	969	602
48	2926	335	103	502	256
48	2930	137	279	304	432
48	2931	62	218	229	371
48	2935	552	149	719	302
48	2952	282	367	449	520
48	2953	434	16	601	169
48	2955	92	348	259	501
48	2957	388	146	555	299
48	2960	120	478	287	631
48	2962	125	36	292	189
48	2992	79	204	246	357
48	2994	161	365	328	518
48	3006	567	55	734	208
48	3008	214	513	381	666
48	3020	124	26	291	179
48	3028	194	320	361	473
48	3044	322	186	489	339
48	3045	459	144	626	297
48	3046	510	154	677	307
48	3048	484	646	651	799
48	3049	686	360	853	513
48	3058	98	138	265	291
48	3064	232	118	399	271
48	3078	431	362	598	515
48	3085	70	359	237	512
48	3087	574	128	741	281
48	3091	626	380	793	533
48	3095	13	242	180	395
48	3101	680	527	847	680
48	3114	22	237	189	390
48	3118	554	26	721	179
48	3119	145	188	312	341
48	3131	505	6	672	159
48	3138	533	557	700	710
48	3139	353	370	520	523
48	3145	372	184	539	337
48	3148	336	156	503	309
48	3149	523	403	690	556
49	40	190	425	387	576
49	56	750	40	947	191
49	63	542	285	739	436
49	72	738	114	935	265
49	109	679	35	876	186
49	244	548	128	745	279
49	283	187	386	384	537
49	290	427	437	624	588
49	292	529	344	726	495
49	371	67	210	264	361
49	449	517	24	714	175
49	494	18	49	215	200
49	572	480	318	677	469
49	573	517	316	714	467
49	574	238	162	435	313
49	576	466	269	663	420
49	600	6977	660	7174	811
49	630	674	307	871	458
49	638	31	460	228	611
49	653	608	75	805	226
49	703	286	293	483	444
49	775	290	298	487	449
49	793	123	189	320	340
49	802	371	315	568	466
49	840	86	96	283	247
49	949	416	236	613	387
49	953	8778	4816	8975	4967
49	978	221	180	418	331
49	985	885	557	1082	708
49	1108	16	434	213	585
49	1510	426	144	623	295
49	1523	274	64	471	215
49	1525	607	533	804	684
49	1642	341	6	538	157
49	1955	732	136	929	287
49	2004	739	403	936	554
49	2017	204	222	401	373
49	2037	389	563	586	714
49	2051	775	456	972	607
49	2075	500	500	697	651
49	2145	608	82	805	233
49	2397	74	185	271	336
49	2481	100	455	297	606
49	2504	237	155	434	306
49	2586	494	487	691	638
49	2627	175	534	372	685
49	2686	196	141	393	292
49	2707	580	378	777	529
49	2712	13	520	210	671
49	2725	77	288	274	439
49	2730	56	189	253	340
49	2768	652	153	849	304
49	2773	506	13	703	164
49	2952	258	453	455	604
49	2970	563	898	760	1049
50	56	809	544	983	674
50	109	708	539	882	669
50	257	409	322	583	452
50	292	448	347	622	477
50	304	673	354	847	484
50	444	449	8	623	138
50	449	545	1071	719	1201
50	482	10	310	184	440
50	515	613	109	787	239
50	542	378	308	552	438
50	546	157	260	331	390
50	558	543	423	717	553
50	560	642	134	816	264
50	562	164	274	338	404
50	576	328	148	502	278
50	590	522	517	696	647
50	632	651	144	825	274
50	680	175	0	349	130
50	767	397	154	571	284
50	786	500	265	674	395
50	863	420	249	594	379
50	947	843	39	1017	169
50	978	600	401	774	531
50	985	406	222	580	352
50	1112	699	93	873	223
50	1139	4	176	178	306
50	1142	635	162	809	292
50	1220	130	27	304	157
50	1327	718	187	892	317
50	1518	168	204	342	334
50	1621	581	380	755	510
50	1642	417	448	591	578
50	1668	682	236	856	366
50	1669	378	10	552	140
50	1760	499	575	673	705
50	1921	789	487	963	617
50	1924	592	447	766	577
50	1991	126	429	300	559
50	2112	393	216	567	346
50	2168	879	738	1053	868
50	2256	515	52	689	182
50	2269	202	1560	376	1690
50	2356	749	287	923	417
50	2376	577	440	751	570
50	2397	283	20	457	150
50	2412	649	586	823	716
50	2421	38	6	212	136
50	2481	307	276	481	406
50	2649	708	454	882	584
50	2712	536	91	710	221
50	2730	285	261	459	391
50	2764	350	59	524	189
50	2782	142	44	316	174
50	2788	183	590	357	720
50	2862	744	1355	918	1485
50	2865	38	276	212	406
50	3028	194	321	368	451
50	3039	602	275	776	405
50	3101	47	236	221	366
50	3139	3377	81	3551	211
51	37	360	187	551	329
51	111	288	105	479	247
51	112	495	542	686	684
51	126	750	279	941	421
51	148	326	360	517	502
51	151	466	192	657	334
51	158	5734	409	5925	551
51	165	223	388	414	530
51	194	128	35	319	177
51	223	942	146	1133	288
51	224	705	254	896	396
51	252	30	524	221	666
51	292	720	413	911	555
51	314	319	469	510	611
51	315	138	164	329	306
51	337	626	240	817	382
51	342	368	209	559	351
51	349	224	376	415	518
51	517	32	398	223	540
51	525	448	295	639	437
51	550	459	186	650	328
51	562	438	188	629	330
51	595	739	145	930	287
51	651	178	542	369	684
51	661	64	54	255	196
51	668	94	375	285	517
51	676	46	19	237	161
51	765	740	256	931	398
51	899	877	14	1068	156
51	912	634	301	825	443
51	939	727	199	918	341
51	941	559	118	750	260
51	947	220	533	411	675
51	979	462	20	653	162
51	985	385	423	576	565
51	998	500	454	691	596
51	1002	120	155	311	297
51	1007	219	378	410	520
51	1008	631	94	822	236
51	1015	6	107	197	249
51	1079	102	44	293	186
51	1248	517	48	708	190
51	1263	443	176	634	318
51	1301	579	391	770	533
51	1314	448	180	639	322
51	1331	11	51	202	193
51	1362	178	56	369	198
51	1392	0	59	191	201
51	1463	778	240	969	382
51	1517	1068	2508	1259	2650
51	1518	569	60	760	202
51	1523	717	313	908	455
51	1527	451	518	642	660
51	1528	212	159	403	301
51	1556	256	213	447	355
51	1590	736	248	927	390
51	1621	571	271	762	413
51	1669	219	535	410	677
51	1691	456	4	647	146
51	1721	4	353	195	495
51	1778	293	379	484	521
51	1837	889	288	1080	430
51	1908	381	455	572	597
51	1934	624	464	815	606
51	2017	192	263	383	405
51	2041	1004	822	1195	964
51	2138	790	265	981	407
51	2143	307	379	498	521
51	2144	153	125	344	267
51	2214	178	245	369	387
51	2271	702	572	893	714
51	2304	385	611	576	753
51	2378	62	659	253	801
51	2405	819	412	1010	554
51	2421	54	492	245	634
51	2481	166	182	357	324
51	2487	549	404	740	546
51	2529	670	174	861	316
51	2616	28	382	219	524
51	2649	770	451	961	593
51	2730	431	167	622	309
51	2763	439	353	630	495
51	2773	167	571	358	713
51	2782	883	235	1074	377
51	2788	782	408	973	550
51	2791	200	222	391	364
51	2825	11	545	202	687
51	2848	680	577	871	719
51	3033	522	470	713	612
51	3074	360	1	551	143
51	3101	271	506	462	648
51	3123	251	384	442	526
52	148	376	345	466	483
52	318	211	128	301	266
52	376	496	65	586	203
52	576	446	298	536	436
52	676	646	59	736	197
52	717	164	283	254	421
52	751	353	401	443	539
52	808	417	211	507	349
52	1164	363	236	453	374
52	1731	655	325	745	463
52	1732	694	112	784	250
52	1737	352	112	442	250
52	1738	309	257	399	395
52	1739	14	353	104	491
52	1740	26	147	116	285
52	2098	664	153	754	291
53	148	245	448	334	584
53	1731	651	312	740	448
53	1732	695	105	784	241
53	1737	349	103	438	239
53	1738	307	249	396	385
53	1739	13	349	102	485
53	1740	27	143	116	279
53	1898	87	612	176	748
53	2525	740	251	829	387
53	3044	465	170	554	306
54	199	388	373	481	506
54	200	498	52	591	185
54	256	555	130	648	263
54	952	59	51	152	184
54	1032	210	309	303	442
54	1257	400	234	493	367
54	1613	473	358	566	491
54	1621	576	366	669	499
54	1641	260	593	353	726
54	1731	647	330	740	463
54	1732	687	116	780	249
54	1737	345	118	438	251
54	1738	301	261	394	394
54	1739	5	358	98	491
54	1740	19	152	112	285
54	1751	742	488	835	621
54	1905	562	332	655	465
54	3038	134	441	227	574
55	7	305	145	418	295
55	79	362	561	475	711
55	92	141	442	254	592
55	112	11	520	124	670
55	121	733	268	846	418
55	128	765	474	878	624
55	137	366	502	479	652
55	140	229	178	342	328
55	148	338	367	451	517
55	150	452	249	565	399
55	162	143	337	256	487
55	175	320	523	433	673
55	177	586	162	699	312
55	182	8	91	121	241
55	200	412	101	525	251
55	207	461	187	574	337
55	225	277	533	390	683
55	227	328	1	441	151
55	234	312	15	425	165
55	304	688	4	801	154
55	311	626	159	739	309
55	327	638	109	751	259
55	328	317	424	430	574
55	329	38	401	151	551
55	330	75	150	188	300
55	336	517	500	630	650
55	339	476	484	589	634
55	348	272	23	385	173
55	363	292	519	405	669
55	376	247	540	360	690
55	397	389	308	502	458
55	406	374	45	487	195
55	419	585	449	698	599
55	454	672	546	785	696
55	502	303	193	416	343
55	525	434	308	547	458
55	539	651	181	764	331
55	562	173	450	286	600
55	568	666	470	779	620
55	596	468	124	581	274
55	598	341	293	454	443
55	608	905	567	1018	717
55	615	153	514	266	664
55	643	678	384	791	534
55	662	169	260	282	410
55	676	64	17	177	167
55	680	244	43	357	193
55	688	101	43	214	193
55	711	138	131	251	281
55	717	417	42	530	192
55	753	13022	1656	13135	1806
55	755	480	185	593	335
55	759	61	555	174	705
55	802	409	299	522	449
55	806	282	433	395	583
55	807	65	65	178	215
55	808	522	99	635	249
55	815	252	125	365	275
55	825	655	160	768	310
55	829	158	395	271	545
55	847	904	1354	1017	1504
55	849	621	10	734	160
55	854	55	385	168	535
55	855	47	197	160	347
55	865	195	215	308	365
55	869	407	197	520	347
55	872	573	392	686	542
55	877	226	41	339	191
55	887	224	370	337	520
55	897	233	479	346	629
55	899	595	444	708	594
55	909	343	340	456	490
55	911	387	358	500	508
55	913	269	465	382	615
55	958	53	126	166	276
55	975	72	434	185	584
55	979	563	539	676	689
55	985	96	456	209	606
55	991	118	159	231	309
55	1010	541	449	654	599
55	1011	335	332	448	482
55	1013	691	331	804	481
55	1015	275	128	388	278
55	1032	211	310	324	460
55	1039	264	246	377	396
55	1044	216	474	329	624
55	1081	409	372	522	522
55	1082	287	149	400	299
55	1097	453	224	566	374
55	1100	472	322	585	472
55	1121	200	175	313	325
55	1136	138	442	251	592
55	1188	525	463	638	613
55	1190	631	250	744	400
55	1202	156	286	269	436
55	1224	417	146	530	296
55	1230	108	270	221	420
55	1232	333	189	446	339
55	1280	122	336	235	486
55	1283	598	480	711	630
55	1330	305	540	418	690
55	1411	108	197	221	347
55	1430	1438	1569	1551	1719
55	1439	1737	5536	1850	5686
55	1445	278	149	391	299
55	1462	165	430	278	580
55	1484	47	458	160	608
55	1486	309	238	422	388
55	1487	74	44	187	194
55	1496	636	33	749	183
55	1500	766	457	879	607
55	1501	220	220	333	370
55	1504	45	581	158	731
55	1517	417	104	530	254
55	1519	64	429	177	579
55	1524	431	253	544	403
55	1547	318	153	431	303
55	1548	286	559	399	709
55	1554	180	323	293	473
55	1556	808	187	921	337
55	1560	455	251	568	401
55	1561	704	477	817	627
55	1569	328	46	441	196
55	1575	589	546	702	696
55	1613	386	617	499	767
55	1622	733	256	846	406
55	1640	61	205	174	355
55	1644	426	1368	539	1518
55	1646	554	574	667	724
55	1648	544	24	657	174
55	1669	783	204	896	354
55	1686	0	129	113	279
55	1705	40	386	153	536
55	1760	63	123	176	273
55	1784	763	445	876	595
55	1799	343	511	456	661
55	1805	640	409	753	559
55	1843	170	482	283	632
55	1871	768	341	881	491
55	1884	148	177	261	327
55	1917	548	481	661	631
55	1924	324	369	437	519
55	1949	714	533	827	683
55	1989	89	637	202	787
55	2016	202	215	315	365
55	2023	691	138	804	288
55	2046	520	493	633	643
55	2058	835	105	948	255
55	2061	572	231	685	381
55	2091	13	300	126	450
55	2111	370	652	483	802
55	2112	384	221	497	371
55	2113	172	239	285	389
55	2128	428	120	541	270
55	2144	372	180	485	330
55	2172	1029	437	1142	587
55	2184	840	218	953	368
55	2230	593	370	706	520
55	2270	437	447	550	597
