TargetImg	XMin	YMin	XMax	YMax	
806	215	124	223	300	400
806	216	232	28	407	196
806	281	74	373	183	487
807	7	101	62	322	201
807	9	67	65	302	215
807	11	64	65	187	231
807	46	42	33	209	188
807	48	75	60	242	213
807	55	65	65	178	215
807	61	683	244	853	415
807	62	67	64	231	214
807	66	88	62	182	171
807	86	115	137	246	237
807	110	146	27	320	128
807	111	211	229	411	341
807	115	54	140	240	245
807	143	29	118	160	255
807	152	360	33	496	177
807	161	66	65	149	254
807	162	66	65	149	245
807	163	54	140	310	267
807	164	54	140	320	262
807	165	54	140	317	259
807	174	66	65	349	225
807	196	106	61	398	184
807	201	73	64	197	189
807	213	1919	1207	2055	1362
807	274	65	63	210	230
807	281	55	52	164	166
807	292	66	65	255	203
808	7	726	68	947	207
808	52	417	211	507	349
808	55	522	99	635	249
808	57	523	89	635	239
808	64	341	224	437	336
808	66	73	501	167	610
808	196	768	58	1060	181
808	254	48	243	224	370
810	11	400	103	523	269
810	46	7773	13801	7940	13956
810	163	376	69	632	196
810	165	322	121	585	240
810	196	476	69	768	192
811	7	970	468	1191	607
811	8	444	472	674	622
811	62	6	150	170	300
811	196	444	471	736	594
811	197	494	579	757	704
811	198	330	87	615	216
813	7	40	280	261	419
813	8	38	279	268	429
813	115	661	371	847	476
813	163	661	370	917	497
813	164	676	383	942	505
813	165	562	536	825	655
813	173	628	351	919	514
813	174	267	383	550	543
814	7	549	248	770	387
814	8	563	285	793	435
814	9	540	255	775	405
814	47	540	255	715	415
814	48	538	252	705	405
814	66	436	215	530	324
815	7	585	542	806	681
815	55	252	125	365	275
815	56	221	545	336	699
815	57	251	123	363	273
815	64	467	456	563	568
815	66	577	237	671	346
815	143	579	510	710	647
815	196	484	552	776	675
816	7	432	212	653	351
816	115	666	251	852	356
816	138	510	151	620	266
816	163	232	286	488	413
816	164	653	279	919	401
816	165	666	251	929	370
816	193	711	236	842	378
816	195	460	475	596	623
816	196	4310	2901	4602	3024
816	198	553	271	838	400
816	292	670	249	859	387
817	198	683	309	968	438
818	7	276	42	497	181
818	143	464	70	595	207
818	163	609	56	865	183
818	164	381	544	647	666
818	165	290	442	553	561
818	193	229	554	360	696
818	195	305	575	441	723
819	7	117	276	338	415
819	47	552	127	727	287
819	117	693	261	884	367
819	163	577	147	833	274
819	165	579	146	842	265
819	173	608	169	899	332
819	194	336	426	478	578
819	291	514	220	694	348
820	7	429	541	650	680
820	9	429	541	664	691
820	211	280	294	398	428
820	212	587	2	720	151
820	213	576	18	712	173
822	212	352	335	485	484
823	291	56	105	236	233
824	143	637	309	768	446
825	55	655	160	768	310
825	163	673	234	929	361
825	165	668	236	931	355
826	11	454	526	577	692
826	46	438	522	605	677
826	48	455	526	622	679
826	59	455	526	619	707
826	64	672	179	768	291
826	66	905	150	999	259
826	115	617	191	803	296
826	172	441	502	697	644
826	193	568	392	699	534
826	196	631	136	923	259
826	198	690	71	975	200
826	274	791	24	936	191
826	291	553	64	733	192
826	292	653	40	842	178
827	172	531	488	787	630
828	163	3077	216	3333	343
828	165	186	143	449	262
828	291	626	88	806	216
829	55	158	395	271	545
829	56	163	407	278	561
829	57	163	407	275	557
829	163	1804	1528	2060	1655
829	165	185	454	448	573
829	198	501	774	786	903
829	292	137	272	326	410
830	47	84	444	259	604
830	57	192	349	304	499
830	165	57	367	320	486
831	163	217	74	473	201
832	7	283	345	504	484
832	211	389	183	507	317
832	212	476	0	609	149
832	213	392	201	528	356
833	198	693	632	978	761
833	212	7	450	140	599
833	213	338	491	474	646
834	196	538	132	830	255
835	7	157	171	378	310
835	163	179	7	435	134
835	211	165	165	283	299
835	212	229	153	362	302
835	213	5917	4167	6053	4322
836	46	396	5	563	160
836	66	62	408	156	517
836	163	187	222	443	349
836	164	518	70	784	192
836	165	498	146	761	265
836	211	617	149	735	283
836	212	641	320	774	469
836	213	570	149	706	304
836	292	173	138	362	276
837	143	651	328	782	465
837	163	231	416	487	543
837	164	249	438	515	560
837	165	282	400	545	519
838	211	336	100	454	234
838	212	519	482	652	631
839	7	338	17	559	156
839	66	462	466	556	575
839	143	428	569	559	706
839	163	577	393	833	520
839	164	697	207	963	329
839	165	443	403	706	522
839	211	527	206	645	340
839	212	49	391	182	540
840	7	639	198	860	337
840	8	285	92	515	242
840	22	553	386	739	507
840	48	640	196	807	349
840	49	86	96	283	247
840	64	575	232	671	344
840	66	489	243	583	352
840	115	93	102	279	207
840	163	608	68	864	195
840	174	102	87	385	247
840	211	693	195	811	329
840	212	726	198	859	347
840	213	693	195	829	350
841	7	580	480	801	619
841	66	155	223	249	332
841	165	61	343	324	462
841	211	153	148	271	282
841	212	181	155	314	304
841	213	153	147	289	302
842	142	285	121	408	252
842	163	377	193	633	320
842	164	557	128	823	250
842	165	292	186	555	305
843	47	310	84	485	244
844	9	604	74	839	224
844	46	314	258	481	413
844	47	324	261	499	421
844	48	712	449	879	602
844	56	567	85	682	239
844	115	687	53	873	158
844	117	35	153	226	259
844	163	75	194	331	321
844	164	74	194	340	316
844	165	74	194	337	313
844	172	1366	1468	1622	1610
844	196	337	64	629	187
844	197	813	373	1076	498
844	198	80	438	365	567
844	211	301	32	419	166
844	292	78	190	267	328
845	46	303	81	470	236
845	172	524	16	780	158
845	174	1425	1411	1708	1571
846	7	547	161	768	300
846	9	547	161	782	311
846	46	566	165	733	320
846	47	710	361	885	521
846	48	552	160	719	313
846	62	782	64	946	214
846	163	710	361	966	488
846	164	890	105	1156	227
846	165	206	362	469	481
846	196	546	162	838	285
846	198	475	721	760	850
847	9	575	516	810	666
847	47	505	455	680	615
847	48	575	516	742	669
847	55	904	1354	1017	1504
847	56	156	390	271	544
847	57	156	390	268	540
847	64	173	251	269	363
847	66	39	10	133	119
847	165	315	242	578	361
847	196	319	257	611	380
847	197	313	254	576	379
848	163	653	37	909	164
848	164	74	31	340	153
848	165	64	28	327	147
849	9	619	449	854	599
849	48	684	216	851	369
849	55	621	10	734	160
849	64	485	373	581	485
849	143	531	106	662	243
849	163	426	320	682	447
849	165	434	325	697	444
849	196	618	459	910	582
849	197	555	443	818	568
849	198	612	437	897	566
849	211	250	975	368	1109
850	11	555	417	678	583
850	115	276	170	462	275
850	117	83	355	274	461
850	163	352	334	608	461
850	165	283	187	546	306
850	282	2204	1819	2321	1936
850	292	283	187	472	325
851	7	334	440	555	579
851	11	423	482	546	648
851	46	105	189	272	344
851	115	279	178	465	283
851	117	520	236	711	342
851	119	334	440	465	586
851	137	1043	257	1159	380
851	142	533	235	656	366
851	143	510	234	641	371
851	144	427	506	557	644
851	163	512	234	768	361
851	164	508	235	774	357
851	165	512	235	775	354
851	172	424	475	680	617
851	173	336	445	627	608
851	174	228	174	511	334
851	196	421	1319	713	1442
851	198	669	108	954	237
851	242	523	205	638	358
851	291	566	222	746	350
851	292	503	227	692	365
853	8	128	191	358	341
853	9	126	189	361	339
853	46	707	390	874	545
853	61	97	661	267	832
853	62	368	172	532	322
853	63	43	466	189	600
853	165	45	405	308	524
853	174	366	171	649	331
853	196	702	390	994	513
853	211	205	71	323	205
853	213	257	51	393	206
854	55	55	385	168	535
854	61	43	170	213	341
854	62	30	172	194	322
854	63	29	172	175	306
854	164	711	396	977	518
855	55	47	197	160	347
855	56	572	409	687	563
855	62	5	64	169	214
855	63	0	53	146	187
855	115	2096	141	2282	246
855	117	949	184	1140	290
855	137	771	149	887	272
855	138	167	597	277	712
855	164	605	12	871	134
855	165	9934	10047	10197	10166
855	172	440	96	696	238
855	193	482	231	613	373
855	282	464	115	581	232
855	292	463	128	652	266
856	63	333	28	479	162
856	64	434	479	530	591
856	66	330	107	424	216
857	7	123	7	344	146
857	61	378	224	548	395
857	62	363	225	527	375
857	63	359	221	505	355
857	163	425	392	681	519
857	165	393	388	656	507
858	47	475	366	650	526
858	63	1294	613	1440	747
858	163	17	148	273	275
858	165	487	361	750	480
858	211	205	265	323	399
858	292	18	123	207	261
859	9	620	535	855	685
859	61	623	528	793	699
859	62	594	556	758	706
859	63	502	277	648	411
859	87	480	528	613	641
859	164	676	398	942	520
859	174	260	442	543	602
859	211	594	425	712	559
859	212	616	533	749	682
860	9	53	196	288	346
860	163	196	12	452	139
860	165	310	276	573	395
860	196	745	278	1037	401
860	197	743	243	1006	368
860	198	842	367	1127	496
861	57	490	98	602	248
861	64	424	412	520	524
861	66	425	407	519	516
861	163	327	305	583	432
861	165	493	94	756	213
861	211	469	308	587	442
861	213	551	291	687	446
862	64	438	23	534	135
862	291	326	77	506	205
862	292	609	175	798	313
863	7	401	248	622	387
863	9	109	243	344	393
863	11	381	197	504	363
863	46	399	249	566	404
863	48	401	248	568	401
863	50	420	249	594	379
863	62	397	284	561	434
863	110	407	272	581	373
863	143	727	226	858	363
863	163	452	226	708	353
863	174	466	257	749	417
863	196	656	215	948	338
863	292	402	249	591	387
864	143	230	27	361	164
864	163	578	90	834	217
864	164	585	112	851	234
864	165	585	112	848	231
864	211	270	116	388	250
864	212	258	104	391	253
864	213	260	144	396	299
865	55	195	215	308	365
865	64	705	121	801	233
865	66	498	287	592	396
867	7	488	224	709	363
867	9	534	29	769	179
867	115	551	295	737	400
867	117	29	352	220	458
867	143	50	281	181	418
867	163	50	292	306	419
867	164	50	292	316	414
867	165	31	291	294	410
868	7	692	50	913	189
868	9	381	53	616	203
868	87	387	54	520	167
868	163	701	92	957	219
868	164	701	91	967	213
868	171	353	39	473	189
868	212	392	47	525	196
869	7	407	197	628	336
869	55	407	197	520	347
869	211	710	28	828	162
869	212	340	233	473	382
869	213	1223	375	1359	530
870	46	739	121	906	276
870	137	243	516	359	639
870	143	245	507	376	644
870	163	242	508	498	635
870	164	242	508	508	630
870	165	230	523	493	642
870	196	405	209	697	332
870	211	417	514	535	648
870	212	33	517	166	666
870	213	42	517	178	672
870	292	151	360	340	498
871	7	207	396	428	535
871	9	207	396	442	546
871	64	165	389	261	501
871	66	118	526	212	635
871	198	10090	5344	10375	5473
871	211	469	209	587	343
871	212	547	244	680	393
871	213	531	254	667	409
872	7	289	158	510	297
872	55	573	392	686	542
872	57	33	124	145	274
872	58	638	74	796	252
872	163	1259	971	1515	1098
873	7	97	139	318	278
873	9	724	33	959	183
873	57	648	43	760	193
873	110	709	28	883	129
873	115	284	116	470	221
873	117	102	591	293	697
873	137	545	272	661	395
873	138	375	227	485	342
873	143	269	124	400	261
873	163	269	124	525	251
873	164	231	145	497	267
873	165	269	124	532	243
873	193	442	209	573	351
873	194	764	454	906	606
873	195	1171	792	1307	940
873	211	123	130	241	264
873	212	117	131	250	280
873	213	117	131	253	286
873	282	269	124	386	241
873	291	269	124	449	252
873	292	313	76	502	214
875	47	297	219	472	379
875	165	540	488	803	607
876	64	311	55	407	167
876	66	57	253	151	362
876	211	597	510	715	644
876	212	95	33	228	182
877	9	689	487	924	637
877	55	226	41	339	191
877	164	67	380	333	502
877	211	194	216	312	350
878	143	32	75	163	212
878	163	541	509	797	636
878	164	253	459	519	581
878	165	15	87	278	206
878	198	313	126	598	255
878	211	637	111	755	245
881	174	1470	1000	1753	1160
882	11	747	188	870	354
882	56	125	95	240	249
882	57	67	104	179	254
882	64	390	222	486	334
882	66	480	317	574	426
882	165	504	249	767	368
882	172	206	299	462	441
882	196	566	298	858	421
882	198	117	103	402	232
882	292	467	231	656	369
883	46	304	532	471	687
883	165	1	219	264	338
883	213	575	173	711	328
884	162	18	551	101	731
884	163	292	367	548	494
885	7	771	347	992	486
885	163	624	161	880	288
885	164	54	52	320	174
885	165	638	161	901	280
885	292	630	142	819	280
886	46	682	357	849	512
886	110	359	473	533	574
886	111	697	626	897	738
886	211	578	341	696	475
886	212	498	354	631	503
886	213	498	354	634	509
887	7	633	235	854	374
887	55	224	370	337	520
887	56	254	362	369	516
887	57	259	363	371	513
887	163	745	345	1001	472
887	165	211	108	474	227
887	196	470	313	762	436
888	11	68	523	191	689
888	46	13	547	180	702
888	163	257	140	513	267
888	165	196	76	459	195
888	211	265	350	383	484
888	212	263	349	396	498
888	292	652	196	841	334
889	115	189	1024	375	1129
889	137	218	583	334	706
889	138	236	537	346	652
889	143	257	530	388	667
889	163	480	285	736	412
889	164	263	562	529	684
889	165	4715	1679	4978	1798
889	292	192	160	381	298
890	115	670	141	856	246
890	163	236	423	492	550
890	164	511	258	777	380
890	165	263	339	526	458
890	281	245	402	354	516
890	291	537	299	717	427
890	292	71	543	260	681
891	7	198	240	419	379
891	46	420	180	587	335
891	48	332	41	499	194
891	115	368	514	554	619
891	137	541	474	657	597
891	143	416	373	547	510
891	163	411	293	667	420
891	164	419	367	685	489
891	165	416	373	679	492
891	193	419	375	550	517
891	194	442	360	584	512
891	212	321	325	454	474
891	213	43	104	179	259
891	280	416	374	524	481
891	282	404	378	521	495
891	292	417	373	606	511
892	47	238	397	413	557
892	165	352	277	615	396
892	212	524	110	657	259
893	292	415	31	604	169
894	196	350	73	642	196
894	211	29133	3576	29251	3710
894	212	33	88	166	237
894	213	170	79	306	234
895	64	104	494	200	606
895	66	299	256	393	365
896	163	423	6	679	133
896	165	363	283	626	402
896	196	685	304	977	427
896	292	363	283	552	421
897	55	233	479	346	629
897	56	266	556	381	710
897	57	232	479	344	629
897	64	249	364	345	476
897	66	232	240	326	349
897	163	269	512	525	639
897	165	289	524	552	643
897	196	255	269	547	392
897	198	498	373	783	502
897	211	291	296	409	430
897	212	289	296	422	445
897	213	355	301	491	456
897	271	232	482	381	629
897	291	213	483	393	611
897	292	207	381	396	519
898	66	238	37	332	146
899	7	472	149	693	288
899	51	877	14	1068	156
899	55	595	444	708	594
899	57	597	443	709	593
899	115	855	625	1041	730
899	117	2	478	193	584
899	143	297	170	428	307
899	163	233	406	489	533
899	164	178	266	444	388
899	165	464	239	727	358
899	193	440	773	571	915
899	205	201	231	329	363
899	271	343	449	492	596
899	280	204	249	312	356
899	292	210	251	399	389
900	212	300	373	433	522
900	213	9857	1506	9993	1661
901	57	459	268	571	418
901	66	450	236	544	345
901	163	245	74	501	201
901	165	200	373	463	492
901	174	563	257	846	417
902	56	96	120	211	274
902	164	173	151	439	273
902	174	615	246	898	406
903	7	86	996	307	1135
903	64	738	258	834	370
903	66	413	491	507	600
903	115	101	461	287	566
903	143	521	150	652	287
903	163	49	113	305	240
903	165	535	712	798	831
903	267	327	313	424	391
903	280	15	474	123	581
903	291	601	39	781	167
903	292	27	275	216	413
904	9	355	126	590	276
904	47	472	342	647	502
904	115	544	164	730	269
904	117	1248	824	1439	930
904	138	2760	3071	2870	3186
904	143	408	551	539	688
904	163	491	404	747	531
904	164	945	73	1211	195
904	165	472	332	735	451
904	196	565	339	857	462
904	291	489	401	669	529
904	292	467	398	656	536
905	47	737	511	912	671
905	163	99	517	355	644
905	164	379	207	645	329
905	165	737	516	1000	635
905	196	660	261	952	384
905	198	661	260	946	389
906	11	309	518	432	684
906	46	396	501	563	656
906	119	396	502	527	648
906	212	146	287	279	436
907	46	6	131	173	286
907	110	154	159	328	260
907	213	240	465	376	620
908	7	433	564	654	703
908	57	407	357	519	507
909	7	884	493	1105	632
909	11	731	418	854	584
909	47	777	148	952	308
909	55	343	340	456	490
909	56	450	329	565	483
909	57	344	340	456	490
910	7	84	211	305	350
910	8	1850	1562	2080	1712
910	163	288	90	544	217
910	165	102	268	365	387
911	55	387	358	500	508
912	9	4705	4316	4940	4466
912	51	634	301	825	443
912	62	711	567	875	717
912	64	311	829	407	941
912	87	835	384	968	497
912	143	562	306	693	443
912	163	54	158	310	285
912	164	29	129	295	251
912	165	56	159	319	278
912	196	564	59	856	182
912	211	73	185	191	319
912	212	181	84	314	233
912	213	180	85	316	240
912	292	270	381	459	519
913	55	269	465	382	615
913	57	497	228	609	378
913	58	129	199	287	377
913	66	515	199	609	308
913	163	662	209	918	336
913	164	662	209	928	331
913	165	662	209	925	328
913	174	24	168	307	328
914	64	278	162	374	274
914	66	501	124	595	233
914	143	297	166	428	303
914	163	441	442	697	569
914	164	117	477	383	599
914	165	56	443	319	562
915	7	393	149	614	288
915	9	360	166	595	316
915	163	7307	2261	7563	2388
915	164	316	444	582	566
915	165	353	437	616	556
915	211	663	471	781	605
916	9	209	437	444	587
916	25	719	247	868	410
916	163	734	264	990	391
916	165	466	366	729	485
916	211	215	379	333	513
917	7	552	241	773	380
917	9	327	41	562	191
917	162	488	196	571	376
917	163	146	358	402	485
917	165	237	324	500	443
918	59	696	155	860	336
918	163	648	339	904	466
918	165	652	341	915	460
919	66	399	400	493	509
919	115	547	154	733	259
919	138	383	384	493	499
919	142	680	356	803	487
919	143	392	391	523	528
919	163	392	391	648	518
919	164	672	316	938	438
919	165	392	391	655	510
919	195	400	418	536	566
919	212	273	127	406	276
919	292	404	393	593	531
920	47	343	352	518	512
920	174	575	211	858	371
921	66	11315	1459	11409	1568
922	66	536	38	630	147
922	165	727	44	990	163
923	7	582	499	803	638
923	11	556	482	679	648
923	64	4577	15033	4673	15145
923	66	383	450	477	559
923	115	369	268	555	373
923	163	401	255	657	382
923	164	401	255	667	377
923	165	403	261	666	380
923	174	313	65	596	225
923	196	182	473	474	596
923	211	705	16	823	150
924	7	673	73	894	212
924	115	199	497	385	602
924	163	215	500	471	627
924	164	398	428	664	550
924	165	215	500	478	619
924	213	269	262	405	417
924	292	215	500	404	638
925	143	54	332	185	469
925	163	325	180	581	307
925	164	314	177	580	299
925	165	341	234	604	353
925	212	80	348	213	497
926	64	633	329	729	441
926	66	6013	5060	6107	5169
927	9	274	4	509	154
927	163	209	23	465	150
927	164	661	79	927	201
927	165	65	14	328	133
927	211	242	367	360	501
927	292	209	18	398	156
928	46	484	345	651	500
928	47	477	371	652	531
928	163	468	372	724	499
928	165	247	384	510	503
928	173	296	473	587	636
929	7	261	460	482	599
929	9	139	68	374	218
929	11	330	470	453	636
929	47	731	461	906	621
929	62	241	166	405	316
929	143	867	441	998	578
929	163	261	468	517	595
929	165	731	459	994	578
929	171	278	224	398	374
929	173	909	427	1200	590
929	196	261	460	553	583
929	292	532	110	721	248
930	64	336	235	432	347
930	66	1048	204	1142	313
931	7	451	192	672	331
931	56	632	548	747	702
931	57	630	550	742	700
931	66	662	264	756	373
931	115	47	554	233	659
931	163	415	454	671	581
931	164	288	14	554	136
931	165	405	444	668	563
931	194	409	542	551	694
931	292	405	445	594	583
933	7	28338	172248	28559	172387
933	143	537	300	668	437
933	163	447	386	703	513
935	7	82	176	303	315
935	47	149	530	324	690
935	163	598	515	854	642
935	165	604	520	867	639
935	211	640	270	758	404
935	212	61	495	194	644
936	64	1509	112	1605	224
936	66	700	88	794	197
936	211	225	423	343	557
936	213	1291	1483	1427	1638
936	254	621	125	797	252
937	66	2132	1200	2226	1309
937	163	134	278	390	405
938	7	469	159	690	298
938	64	631	452	727	564
938	66	628	454	722	563
938	173	633	255	924	418
938	196	664	255	956	378
938	198	667	270	952	399
939	51	727	199	918	341
939	115	694	503	880	608
939	142	810	555	933	686
939	143	670	510	801	647
939	163	674	500	930	627
939	164	711	503	977	625
939	165	1053	872	1316	991
939	173	682	517	973	680
939	198	449	160	734	289
939	282	674	500	791	617
939	292	565	264	754	402
940	64	497	112	593	224
940	66	341	151	435	260
940	163	628	129	884	256
940	164	2371	1442	2637	1564
940	165	659	295	922	414
940	211	472	145	590	279
940	212	174	106	307	255
940	213	173	107	309	262
941	7	515	229	736	368
941	8	367	128	597	278
941	9	368	129	603	279
941	45	18	85	214	151
941	51	559	118	750	260
941	62	546	103	710	253
941	86	554	130	685	230
941	115	521	228	707	333
941	116	633	168	816	266
941	117	677	65	868	171
941	136	305	145	403	248
941	137	136	11	252	134
941	142	521	229	644	360
941	143	520	239	651	376
941	144	360	121	490	259
941	163	521	228	777	355
941	164	521	228	787	350
941	165	521	228	784	347
941	173	518	287	809	450
941	194	143	77	285	229
941	195	553	288	689	436
941	196	368	131	660	254
941	198	299	290	584	419
941	205	521	228	649	360
941	211	500	426	618	560
941	213	510	426	646	581
941	280	446	156	554	263
941	281	521	228	630	342
941	282	454	436	571	553
941	283	3480	1113	3613	1206
941	291	521	228	701	356
941	292	521	228	710	366
942	7	329	344	550	483
942	9	410	377	645	527
942	117	289	78	480	184
942	163	284	79	540	206
942	164	158	181	424	303
942	165	181	54	444	173
942	174	525	274	808	434
942	193	384	211	515	353
942	211	278	348	396	482
942	213	540	354	676	509
942	280	289	78	397	185
942	292	308	36	497	174
945	143	430	278	561	415
945	292	676	18	865	156
946	7	366	255	587	394
946	9	353	246	588	396
946	48	72	224	239	377
946	211	360	240	478	374
946	212	351	234	484	383
946	213	407	242	543	397
947	9	432	166	667	316
947	11	95	265	218	431
947	46	95	265	262	420
947	48	95	265	262	418
947	50	843	39	1017	169
947	51	220	533	411	675
947	57	528	397	640	547
947	107	55	28	194	187
947	115	526	174	712	279
947	117	409	246	600	352
947	138	251	602	361	717
947	142	522	969	645	1100
947	143	372	981	503	1118
947	163	484	170	740	297
947	164	353	314	619	436
947	165	230	912	493	1031
947	172	211	539	467	681
947	173	250	320	541	483
947	174	690	553	973	713
947	193	204	691	335	833
947	194	350	609	492	761
947	198	508	218	793	347
947	211	66	135	184	269
947	213	23	426	159	581
947	280	220	533	328	640
947	281	95	265	204	379
947	282	220	533	337	650
947	283	102	434	235	527
947	291	219	534	399	662
947	292	227	534	416	672
948	111	256	303	456	415
948	163	536	225	792	352
948	164	5833	669	6099	791
948	165	609	152	872	271
948	212	127	664	260	813
948	292	626	140	815	278
949	7	532	149	753	288
949	9	314	193	549	343
949	26	533	139	685	305
949	49	416	236	613	387
949	64	615	114	711	226
949	66	1440	986	1534	1095
949	163	716	452	972	579
949	164	314	193	580	315
949	165	711	437	974	556
949	173	455	499	746	662
949	211	540	514	658	648
949	212	525	531	658	680
949	213	532	527	668	682
949	280	516	563	624	670
949	291	112	334	292	462
950	115	108	4	294	109
950	117	465	1042	656	1148
950	165	93	42	356	161
950	193	139	462	270	604
950	211	594	255	712	389
950	212	607	243	740	392
950	213	299	475	435	630
951	211	603	70	721	204
951	212	648	70	781	219
951	213	642	59	778	214
952	7	113	35	334	174
952	8	335	250	565	400
952	9	113	35	348	185
952	54	59	51	152	184
952	110	28	628	202	729
952	163	114	75	370	202
952	165	22	12	285	131
952	196	113	34	405	157
952	198	135	30	420	159
952	280	164	59	272	166
952	281	273	234	382	348
952	291	70	37	250	165
953	7	240	250	461	389
953	9	612	160	847	310
953	11	116	490	239	656
953	12	163	245	287	416
953	46	240	250	407	405
953	47	240	249	415	409
953	48	240	250	407	403
953	49	8778	4816	8975	4967
953	59	228	440	392	621
953	62	507	416	671	566
953	110	212	237	386	338
953	115	670	162	856	267
953	117	16	453	207	559
953	118	240	250	363	388
953	119	240	249	371	395
953	137	244	257	360	380
953	138	55	417	165	532
953	142	202	101	325	232
953	143	108	380	239	517
953	161	499	413	582	602
953	162	857	482	940	662
953	163	75	415	331	542
953	164	70	416	336	538
953	165	5446	6108	5709	6227
953	172	241	250	497	392
953	173	71	427	362	590
953	174	258	239	541	399
953	179	50	435	109	618
953	193	58	420	189	562
953	194	716	358	858	510
953	195	695	290	831	438
953	196	240	250	532	373
953	197	12162	13114	12425	13239
953	198	505	417	790	546
953	201	239	250	363	375
953	205	45	441	173	573
953	282	69	422	186	539
953	283	738	283	871	376
953	291	85	447	265	575
953	292	70	416	259	554
954	64	438	388	534	500
954	66	370	244	464	353
954	115	687	111	873	216
955	7	156	552	377	691
955	9	157	550	392	700
955	11	735	337	858	503
955	12	786	354	910	525
955	46	737	331	904	486
955	48	738	334	905	487
955	66	463	9	557	118
955	110	736	332	910	433
955	163	737	332	993	459
955	165	644	399	907	518
955	174	748	319	1031	479
955	196	737	331	1029	454
955	198	111	47	396	176
955	266	356	336	454	411
955	280	712	414	820	521
955	281	624	411	733	525
956	47	445	59	620	219
956	64	556	192	652	304
956	211	481	36	599	170
956	212	483	33	616	182
956	213	479	34	615	189
957	110	202	437	376	538
958	8	426	481	656	631
958	47	530	150	705	310
958	55	53	126	166	276
958	56	375	206	490	360
958	57	356	223	468	373
958	64	748	355	844	467
958	66	745	363	839	472
958	172	489	15	745	157
958	174	331	371	614	531
958	197	277	27	540	152
959	7	15	354	236	493
959	9	15	354	250	504
959	46	619	228	786	383
959	47	494	300	669	460
959	48	622	232	789	385
959	109	602	147	773	247
959	110	34	176	208	277
961	66	552	96	646	205
964	212	390	363	523	512
966	117	174	323	365	429
966	138	165	88	275	203
966	143	174	295	305	432
966	163	174	295	430	422
966	164	62	332	328	454
966	165	173	295	436	414
966	194	166	298	308	450
966	195	650	457	786	605
966	282	174	295	291	412
966	292	185	301	374	439
967	115	482	471	668	576
967	117	100	41	291	147
967	163	450	484	706	611
967	164	390	550	656	672
967	165	509	247	772	366
967	213	148	479	284	634
967	292	280	392	469	530
968	163	531	244	787	371
968	164	482	274	748	396
968	165	531	244	794	363
968	211	612	416	730	550
968	212	165	247	298	396
968	213	203	338	339	493
969	7	90	46	311	185
969	9	51	547	286	697
969	46	16	34	183	189
969	163	0	38	256	165
969	174	742	381	1025	541
969	211	229	867	347	1001
970	62	585	114	749	264
970	87	716	48	849	161
970	110	606	561	780	662
970	111	738	273	938	385
970	212	585	114	718	263
970	213	585	114	721	269
971	163	115	323	371	450
971	211	616	264	734	398
971	212	667	262	800	411
971	213	715	190	851	345
972	163	342	483	598	610
972	165	117	498	380	617
973	7	59	353	280	492
973	9	500	279	735	429
973	11	131	540	254	706
973	46	57	205	224	360
973	48	71	349	238	502
973	173	373	143	664	306
973	196	61	519	353	642
973	198	63	346	348	475
973	211	67	519	185	653
973	212	45	365	178	514
973	213	47	363	183	518
973	292	393	126	582	264
974	292	508	77	697	215
975	7	28	89	249	228
975	55	72	434	185	584
975	56	67	456	182	610
975	57	74	444	186	594
975	61	413	433	583	604
975	62	401	435	565	585
975	63	421	437	567	571
975	165	559	402	822	521
975	196	693	303	985	426
976	163	103	9	359	136
976	164	288	134	554	256
976	165	103	11	366	130
976	291	417	246	597	374
977	9	423	76	658	226
977	46	290	562	457	717
977	48	6	349	173	502
977	66	249	37	343	146
977	196	312	56	604	179
978	8	357	491	587	641
978	9	226	121	461	271
978	49	221	180	418	331
978	50	600	401	774	531
978	64	112	199	208	311
978	66	49	108	143	217
978	87	222	180	355	293
978	115	588	385	774	490
978	138	575	345	685	460
978	142	48	183	171	314
978	143	607	346	738	483
978	163	578	350	834	477
978	164	576	348	842	470
978	165	576	348	839	467
978	171	109301	34360	109421	34510
978	173	577	347	868	510
978	193	621	154	752	296
978	194	559	362	701	514
978	195	433	119	569	267
978	213	212	180	348	335
978	284	578	348	723	453
978	287	140	185	258	307
978	291	565	356	745	484
978	292	594	353	783	491
979	7	47	408	268	547
979	8	341	414	571	564
979	15	174	299	270	450
979	46	319	224	486	379
979	51	462	20	653	162
979	55	563	539	676	689
979	66	522	5	616	114
979	87	518	416	651	529
979	115	693	91	879	196
979	143	111	443	242	580
979	163	397	482	653	609
979	165	241	243	504	362
979	169	80	412	199	563
979	197	305	522	568	647
979	198	340	419	625	548
979	292	232	215	421	353
980	66	272	454	366	563
980	96	443	503	539	638
980	115	59	342	245	447
980	117	58	340	249	446
980	142	283	465	406	596
980	143	58	340	189	477
980	163	58	340	314	467
980	164	44	336	310	458
980	165	61	337	324	456
980	193	748	466	879	608
980	194	18	208	160	360
980	195	718	277	854	425
980	196	563	254	855	377
980	198	747	66	1032	195
980	205	58	340	186	472
980	292	751	52	940	190
981	117	733	396	924	502
981	143	148	439	279	576
981	163	725	393	981	520
981	164	864	392	1130	514
981	165	719	389	982	508
982	61	227	193	397	364
983	163	459	137	715	264
983	198	108	308	393	437
984	46	267	209	434	364
984	47	240	288	415	448
984	163	287	241	543	368
984	165	286	241	549	360
984	292	419	435	608	573
985	2	393	201	500	378
985	3	715	511	800	682
985	7	715	512	936	651
985	9	724	508	959	658
